"Fecha cotización","Apertura","Cierre","Máxima","Mínima","Promedio","Cantidad","Monto","Fecha_a","Cierre_a"
"23/07/2018","1.12","1.12","1.12","1.12","1.12","13000","14560","20/07/2018","1.12"
"24/07/2018","1.12","1.12","1.12","1.12","1.1","5898","6486.76","23/07/2018","1.12"
"25/07/2018","1.12","1.1","1.12","1.1","1.09","15502","16834.22","24/07/2018","1.12"
"26/07/2018","1.1","1.1","1.1","1.1","1.1","4000","4400","25/07/2018","1.1"
"27/07/2018","1.11","1.11","1.11","1.11","1.08","6717","7265.68","26/07/2018","1.1"
"30/07/2018","1.11","1.11","1.11","1.11","1.11","3750","4162.5","27/07/2018","1.11"
"31/07/2018","1.11","1.11","1.11","1.11","1.11","20087","22296.57","30/07/2018","1.11"
"01/08/2018","1.11","1.11","1.11","1.11","1.11","9159","10166.49","31/07/2018","1.11"
"02/08/2018","1.14","1.14","1.14","1.14","1.13","7777","8782.47","01/08/2018","1.11"
"03/08/2018","1.15","1.15","1.15","1.15","1.15","3700","4255","02/08/2018","1.14"
"06/08/2018","1.15","1.15","1.15","1.15","1.15","3800","4370","03/08/2018","1.15"
"07/08/2018","1.13","1.1","1.13","1.1","1.11","10700","11862.45","06/08/2018","1.15"
"08/08/2018","1.1","1.1","1.1","1.1","1.06","16675","17698.75","07/08/2018","1.1"
"09/08/2018","1.13","1.13","1.13","1.13","1.12","6794","7593.4","08/08/2018","1.1"
"10/08/2018","1.13","1.13","1.13","1.13","1.13","4000","4520","09/08/2018","1.13"
"13/08/2018","1.13","1.13","1.13","1.13","1.13","4018","4540.34","10/08/2018","1.13"
"14/08/2018","1.13","1.13","1.13","1.13","1.13","3800","4294","13/08/2018","1.13"
"15/08/2018","1.1","1.1","1.1","1.1","1.1","4700","5170","14/08/2018","1.13"
"16/08/2018","1","1.06","1.06","1","1.01","24655","24955","15/08/2018","1.1"
"17/08/2018","1.1","1.1","1.1","1.1","1.1","5000","5500","16/08/2018","1.06"
"20/08/2018","1.01","1.06","1.06","1.01","1.02","24668","25164.68","17/08/2018","1.1"
"21/08/2018","1.06","1.06","1.06","1.06","1.04","8797","9157.55","20/08/2018","1.06"
"22/08/2018","1.06","1.06","1.06","1.06","1.06","4117","4364.02","21/08/2018","1.06"
"23/08/2018","1.06","1.06","1.06","1.06","1.06","5500","5830","22/08/2018","1.06"
"24/08/2018","1.08","1.08","1.08","1.08","1.08","3900","4212","23/08/2018","1.06"
"27/08/2018","1.08","1.08","1.08","1.08","1.08","3917","4230.36","24/08/2018","1.08"
"28/08/2018","1.07","1.07","1.07","1.07","1.07","4011","4291.77","27/08/2018","1.08"
"29/08/2018","1.06","1.06","1.06","1.06","1.04","6366","6642.91","28/08/2018","1.07"
"31/08/2018","1.05","1.05","1.05","1.05","1.05","5250","5512.5","29/08/2018","1.06"
"03/09/2018","1.06","1.06","1.06","1.06","1.06","4100","4346","31/08/2018","1.05"
"04/09/2018","1.05","1.04","1.05","1.04","1.04","35241","36692.84","03/09/2018","1.06"
"05/09/2018","1.04","1.04","1.04","1.04","1","6835","6862.25","04/09/2018","1.04"
"07/09/2018","1.04","1.04","1.04","1.04","1.04","4200","4368","05/09/2018","1.04"
"10/09/2018","1.04","1.04","1.04","1.04","1.04","4300","4472","07/09/2018","1.04"
"11/09/2018","1.01","1.01","1.01","1.01","0.95","19778","18849.49","10/09/2018","1.04"
"12/09/2018","1.01","1.01","1.01","1.01","0.96","23589","22573.99","11/09/2018","1.01"
"13/09/2018","1.01","1.01","1.01","1.01","1.01","4300","4343","12/09/2018","1.01"
"14/09/2018","1.01","1.01","1.01","1.01","1.01","4500","4545","13/09/2018","1.01"
"17/09/2018","1.01","1.01","1.01","1.01","1.01","4250","4292.5","14/09/2018","1.01"
"18/09/2018","1","0.92","1","0.92","0.93","47182","43751.73","17/09/2018","1.01"
"19/09/2018","0.92","0.92","0.92","0.92","0.92","7420","6826.4","18/09/2018","0.92"
"20/09/2018","0.92","0.92","0.92","0.92","0.92","14000","12880","19/09/2018","0.92"
"21/09/2018","0.92","0.92","0.92","0.92","0.92","5000","4600","20/09/2018","0.92"
"24/09/2018","0.92","0.92","0.92","0.92","0.92","5500","5060","21/09/2018","0.92"
"25/09/2018","0.92","0.92","0.92","0.92","0.92","5000","4600","24/09/2018","0.92"
"26/09/2018","0.92","0.92","0.92","0.92","0.92","9582","8769.62","25/09/2018","0.92"
"27/09/2018","0.92","0.92","0.92","0.92","0.91","17979","16291.31","26/09/2018","0.92"
"28/09/2018","0.92","0.91","0.92","0.91","0.9","17920","16134","27/09/2018","0.92"
"01/10/2018","0.91","0.91","0.91","0.91","0.91","5000","4550","28/09/2018","0.91"
"02/10/2018","0.85","0.83","0.85","0.83","0.84","59005","49554.56","01/10/2018","0.91"
"03/10/2018","0.79","0.78","0.79","0.75","0.77","100810","77636.05","02/10/2018","0.83"
"04/10/2018","0.78","0.83","0.83","0.78","0.78","151293","118668.94","03/10/2018","0.78"
"05/10/2018","0.85","0.85","0.85","0.85","0.85","5000","4250","04/10/2018","0.83"
"09/10/2018","0.82","0.82","0.82","0.82","0.81","28000","22652","05/10/2018","0.85"
"11/10/2018","0.8","0.8","0.8","0.8","0.8","11300","9040","09/10/2018","0.82"
"12/10/2018","0.8","0.8","0.8","0.8","0.76","20963","16005.14","11/10/2018","0.8"
"15/10/2018","0.8","0.8","0.8","0.8","0.76","22915","17451.25","12/10/2018","0.8"
"16/10/2018","0.8","0.8","0.8","0.8","0.8","17000","13579.29","15/10/2018","0.8"
"17/10/2018","0.8","0.79","0.8","0.79","0.79","12778","10150.62","16/10/2018","0.8"
"18/10/2018","0.8","0.8","0.8","0.8","0.8","7000","5600","17/10/2018","0.79"
"19/10/2018","0.8","0.8","0.8","0.8","0.8","11000","8800","18/10/2018","0.8"
"22/10/2018","0.79","0.79","0.79","0.79","0.78","7500","5880.94","19/10/2018","0.8"
"23/10/2018","0.79","0.79","0.79","0.79","0.79","5500","4345","22/10/2018","0.79"
"24/10/2018","0.78","0.78","0.78","0.78","0.78","5700","4446","23/10/2018","0.79"
"25/10/2018","0.79","0.79","0.79","0.79","0.76","16916","12907","24/10/2018","0.78"
"26/10/2018","0.78","0.78","0.78","0.78","0.77","9000","6915","25/10/2018","0.79"
"29/10/2018","0.8","0.8","0.8","0.8","0.8","5650","4520","26/10/2018","0.78"
"30/10/2018","0.8","0.8","0.8","0.8","0.79","7750","6100","29/10/2018","0.8"
"31/10/2018","0.8","0.8","0.8","0.8","0.8","5500","4400","30/10/2018","0.8"
"02/11/2018","0.78","0.78","0.78","0.78","0.78","6000","4680","31/10/2018","0.8"
"05/11/2018","0.78","0.78","0.78","0.78","0.78","5500","4290","02/11/2018","0.78"
"06/11/2018","0.78","0.78","0.78","0.78","0.78","5500","4290","05/11/2018","0.78"
"07/11/2018","0.78","0.78","0.78","0.78","0.78","5600","4368","06/11/2018","0.78"
"08/11/2018","0.78","0.78","0.78","0.78","0.74","13017","9597.9","07/11/2018","0.78"
"09/11/2018","0.74","0.74","0.74","0.74","0.73","13955","10232.07","08/11/2018","0.78"
"12/11/2018","0.74","0.74","0.74","0.74","0.73","28513","20827.62","09/11/2018","0.74"
"13/11/2018","0.74","0.74","0.74","0.74","0.74","5750","4255","12/11/2018","0.74"
"14/11/2018","0.7","0.7","0.7","0.7","0.7","11700","8190","13/11/2018","0.74"
"15/11/2018","0.7","0.7","0.7","0.7","0.7","6659","4643.35","14/11/2018","0.7"
"16/11/2018","0.7","0.7","0.7","0.7","0.68","12358","8368.55","15/11/2018","0.7"
"19/11/2018","0.69","0.69","0.69","0.69","0.69","6100","4209","16/11/2018","0.7"
"20/11/2018","0.65","0.65","0.65","0.65","0.64","50515","32167.9","19/11/2018","0.69"
"21/11/2018","0.65","0.65","0.65","0.65","0.65","37000","24050","20/11/2018","0.65"
"22/11/2018","0.64","0.64","0.64","0.64","0.64","19833","12601.56","21/11/2018","0.65"
"23/11/2018","0.6","0.6","0.6","0.6","0.6","23693","14215.8","22/11/2018","0.64"
"26/11/2018","0.6","0.69","0.69","0.6","0.66","276666","181693.58","23/11/2018","0.6"
"27/11/2018","0.7","0.7","0.7","0.7","0.7","10000","7000","26/11/2018","0.69"
"28/11/2018","0.65","0.65","0.65","0.65","0.65","35057","22787.05","27/11/2018","0.7"
"29/11/2018","0.65","0.65","0.65","0.65","0.65","51950","33858.32","28/11/2018","0.65"
"30/11/2018","0.65","0.65","0.65","0.65","0.65","10717","7000.05","29/11/2018","0.65"
"03/12/2018","0.67","0.67","0.67","0.67","0.67","22000","14740","30/11/2018","0.65"
"04/12/2018","0.67","0.67","0.67","0.67","0.67","12387","8299.29","03/12/2018","0.67"
"05/12/2018","0.65","0.65","0.65","0.65","0.66","21517","14266.05","04/12/2018","0.67"
"06/12/2018","0.65","0.65","0.65","0.65","0.64","15483","9963.95","05/12/2018","0.65"
"07/12/2018","0.65","0.65","0.65","0.65","0.65","15415","10005.34","06/12/2018","0.65"
"10/12/2018","0.65","0.65","0.65","0.65","0.65","15000","9750","07/12/2018","0.65"
"11/12/2018","0.65","0.65","0.65","0.65","0.65","16713","10863.45","10/12/2018","0.65"
"12/12/2018","0.64","0.64","0.64","0.64","0.64","13756","8868.18","11/12/2018","0.65"
"13/12/2018","0.65","0.65","0.65","0.65","0.65","19717","12816.05","12/12/2018","0.64"
"14/12/2018","0.67","0.67","0.67","0.67","0.66","22000","14566","13/12/2018","0.65"
"17/12/2018","0.67","0.67","0.67","0.67","0.66","15137","9979.05","14/12/2018","0.67"
"18/12/2018","0.62","0.62","0.62","0.62","0.63","21725","13631.74","17/12/2018","0.67"
"19/12/2018","0.65","0.65","0.65","0.65","0.63","21300","13509","18/12/2018","0.62"
"20/12/2018","0.65","0.65","0.65","0.65","0.64","22800","14496","19/12/2018","0.65"
"21/12/2018","0.61","0.61","0.61","0.61","0.61","17513","10682.93","20/12/2018","0.65"
"24/12/2018","0.63","0.63","0.63","0.63","0.62","10912","6796.32","21/12/2018","0.61"
"26/12/2018","0.61","0.61","0.61","0.61","0.61","24000","14640","24/12/2018","0.63"
"27/12/2018","0.6","0.6","0.6","0.6","0.6","15258","9204.8","26/12/2018","0.61"
"28/12/2018","0.6","0.6","0.6","0.6","0.6","215000","129000","27/12/2018","0.6"
"31/12/2018","0.6","0.6","0.6","0.6","0.6","30000","18000","28/12/2018","0.6"
